Record ID,Employee ID,Employee Name,Team,Process,Date,Shift,Records Received,Records Processed,Records Pending,Errors,Rework,SLA Target,SLA Achieved,Processing Time,Working Hours,Quality Score,Attendance,Status
REC000845,EMP005,Employee 005,Team A,Document Verification,2026-07-22,Night,114,89,25,1,1,95,86,6.64,8.0,98.89,Present,Partial
REC000846,EMP006,Employee 006,Team A,Document Verification,2026-07-22,Afternoon,112,87,25,5,2,95,80,4.11,8.0,94.34,Present,Partial
REC000847,EMP007,Employee 007,Team A,Document Verification,2026-07-22,General,54,42,12,5,1,95,33,5.5,8.0,88.46,Present,Partial
REC000848,EMP008,Employee 008,Team A,Document Verification,2026-07-22,General,96,74,22,2,1,95,66,5.1,8.0,97.46,Present,Partial
REC000849,EMP009,Employee 009,Team A,Document Verification,2026-07-22,General,101,79,22,4,2,95,72,6.9,8.0,94.74,Present,Partial
REC000850,EMP010,Employee 010,Team A,Document Verification,2026-07-22,General,182,142,40,1,2,95,138,3.78,8.0,98.98,Present,Partial
REC000851,EMP011,Employee 011,Team B,Data Entry,2026-07-22,General,167,109,58,5,1,95,102,5.49,8.0,95.5,Present,Partial
REC000852,EMP012,Employee 012,Team B,Data Entry,2026-07-22,Afternoon,158,103,55,0,2,95,95,6.44,8.0,99.91,Present,Partial
REC000853,EMP013,Employee 013,Team B,Data Entry,2026-07-22,Night,142,93,49,3,1,95,88,6.0,8.0,96.36,Present,Partial
REC000854,EMP014,Employee 014,Team B,Data Entry,2026-07-22,Morning,147,96,51,5,2,95,87,4.03,8.0,94.59,Present,Partial
REC000855,EMP015,Employee 015,Team B,Data Entry,2026-07-22,Night,90,59,31,7,1,95,49,3.79,8.0,88.18,Present,Partial
REC000856,EMP016,Employee 016,Team B,Data Entry,2026-07-22,Night,211,138,73,0,3,95,135,4.14,8.0,99.64,Present,Partial
REC000857,EMP017,Employee 017,Team B,Data Entry,2026-07-22,Afternoon,107,70,37,9,3,95,59,4.81,8.0,87.49,Present,Partial
REC000858,EMP018,Employee 018,Team B,Data Entry,2026-07-22,Morning,168,109,59,7,3,95,105,6.3,8.0,93.85,Present,Partial
REC000859,EMP019,Employee 019,Team B,Data Entry,2026-07-22,Night,161,105,56,3,2,95,104,4.55,8.0,97.18,Present,Partial
REC000860,EMP020,Employee 020,Team B,Data Entry,2026-07-22,Afternoon,4,4,0,0,0,95,3,5.58,0.0,94.39,Leave,Completed
REC000861,EMP021,Employee 021,Team C,Application Processing,2026-07-22,Afternoon,155,113,42,2,3,95,106,3.48,8.0,98.59,Present,Partial
REC000862,EMP022,Employee 022,Team C,Application Processing,2026-07-22,General,133,98,35,4,2,95,93,6.07,8.0,95.62,Present,Partial
REC000863,EMP023,Employee 023,Team C,Application Processing,2026-07-22,Night,152,111,41,0,2,95,105,3.89,8.0,99.92,Present,Partial
REC000864,EMP024,Employee 024,Team C,Application Processing,2026-07-22,Night,0,0,0,0,0,95,0,6.72,0.0,95.19,Absent,Pending
REC000865,EMP025,Employee 025,Team C,Application Processing,2026-07-22,Afternoon,0,0,0,0,0,95,0,4.02,0.0,97.74,Absent,Pending
REC000866,EMP026,Employee 026,Team C,Application Processing,2026-07-22,Afternoon,193,142,51,3,4,95,131,5.55,8.0,98.22,Present,Partial
REC000867,EMP027,Employee 027,Team C,Application Processing,2026-07-22,Afternoon,121,89,32,4,1,95,81,6.57,8.0,95.49,Present,Partial
REC000868,EMP028,Employee 028,Team C,Application Processing,2026-07-22,Morning,71,52,19,5,0,95,42,5.56,8.0,91.02,Present,Partial
REC000869,EMP029,Employee 029,Team C,Application Processing,2026-07-22,Morning,184,135,49,2,3,95,129,2.77,8.0,98.76,Present,Partial
REC000870,EMP030,Employee 030,Team C,Application Processing,2026-07-22,General,92,69,23,6,1,95,61,5.85,8.0,91.92,Present,Partial
REC000871,EMP031,Employee 031,Team D,Quality Review,2026-07-22,General,106,106,0,5,1,95,95,4.93,8.0,95.08,Present,Completed
REC000872,EMP032,Employee 032,Team D,Quality Review,2026-07-22,Afternoon,70,70,0,5,1,95,57,4.74,8.0,93.04,Present,Completed
REC000873,EMP033,Employee 033,Team D,Quality Review,2026-07-22,Morning,97,97,0,7,1,95,88,6.41,8.0,93.02,Present,Completed
REC000874,EMP034,Employee 034,Team D,Quality Review,2026-07-22,Night,96,96,0,7,4,95,85,4.75,8.0,92.19,Present,Completed
REC000875,EMP035,Employee 035,Team D,Quality Review,2026-07-22,Morning,91,91,0,5,1,95,80,3.62,8.0,94.09,Present,Completed
REC000876,EMP036,Employee 036,Team D,Quality Review,2026-07-22,Night,72,72,0,3,1,95,66,5.37,8.0,96.53,Present,Completed
REC000877,EMP037,Employee 037,Team D,Quality Review,2026-07-22,Afternoon,95,94,1,0,3,95,90,4.79,8.0,99.66,Present,Partial
REC000878,EMP038,Employee 038,Team D,Quality Review,2026-07-22,General,87,87,0,6,2,95,83,4.9,8.0,93.09,Present,Completed
REC000879,EMP039,Employee 039,Team D,Quality Review,2026-07-22,Morning,79,79,0,6,0,95,72,3.62,8.0,93.02,Present,Completed
REC000880,EMP040,Employee 040,Team D,Quality Review,2026-07-22,Night,72,71,1,5,2,95,55,7.5,8.0,92.65,Present,Partial
REC000881,EMP001,Employee 001,Team A,Document Verification,2026-07-23,General,121,113,8,5,3,95,102,4.15,8.0,95.6,Present,Partial
REC000882,EMP002,Employee 002,Team A,Document Verification,2026-07-23,General,125,116,9,5,3,95,102,5.41,8.0,95.56,Present,Partial
REC000883,EMP003,Employee 003,Team A,Document Verification,2026-07-23,General,126,118,8,4,1,95,103,4.25,8.0,97.03,Present,Partial
REC000884,EMP004,Employee 004,Team A,Document Verification,2026-07-23,Night,116,108,8,4,1,95,99,5.21,8.0,95.94,Present,Partial
REC000885,EMP005,Employee 005,Team A,Document Verification,2026-07-23,Night,113,106,7,1,1,95,102,5.54,8.0,98.8,Present,Partial
REC000886,EMP006,Employee 006,Team A,Document Verification,2026-07-23,Afternoon,86,80,6,2,2,95,70,3.5,8.0,97.31,Present,Partial
REC000887,EMP007,Employee 007,Team A,Document Verification,2026-07-23,General,52,48,4,5,1,95,38,5.52,7.5,88.75,Late,Partial
REC000888,EMP008,Employee 008,Team A,Document Verification,2026-07-23,General,128,119,9,7,1,95,105,5.32,8.0,93.94,Present,Partial
REC000889,EMP009,Employee 009,Team A,Document Verification,2026-07-23,General,50,47,3,4,0,95,39,7.47,8.0,92.4,Present,Partial
REC000890,EMP010,Employee 010,Team A,Document Verification,2026-07-23,General,155,143,12,0,4,95,139,3.48,8.0,99.87,Present,Partial
REC000891,EMP011,Employee 011,Team B,Data Entry,2026-07-23,General,158,111,47,6,3,95,103,5.88,8.0,94.44,Present,Partial
REC000892,EMP012,Employee 012,Team B,Data Entry,2026-07-23,Afternoon,152,106,46,1,2,95,97,3.84,8.0,99.24,Present,Partial
REC000893,EMP013,Employee 013,Team B,Data Entry,2026-07-23,Night,159,111,48,6,3,95,101,4.54,8.0,95.01,Present,Partial
REC000894,EMP014,Employee 014,Team B,Data Entry,2026-07-23,Morning,165,115,50,4,3,95,102,5.03,8.0,96.45,Present,Partial
REC000895,EMP015,Employee 015,Team B,Data Entry,2026-07-23,Night,99,69,30,5,2,95,59,5.21,8.0,93.15,Present,Partial
REC000896,EMP016,Employee 016,Team B,Data Entry,2026-07-23,Night,170,118,52,0,4,95,113,3.32,8.0,99.62,Present,Partial
REC000897,EMP017,Employee 017,Team B,Data Entry,2026-07-23,Afternoon,112,79,33,8,3,95,67,4.31,7.5,89.66,Late,Partial
REC000898,EMP018,Employee 018,Team B,Data Entry,2026-07-23,Morning,129,90,39,5,2,95,80,4.94,8.0,94.42,Present,Partial
REC000899,EMP019,Employee 019,Team B,Data Entry,2026-07-23,Night,0,0,0,0,0,95,0,2.89,0.0,99.11,Leave,Pending
REC000900,EMP020,Employee 020,Team B,Data Entry,2026-07-23,Afternoon,108,77,31,5,0,95,68,7.35,8.0,93.98,Present,Partial
REC000901,EMP021,Employee 021,Team C,Application Processing,2026-07-23,Afternoon,197,126,71,1,3,95,114,6.2,8.0,99.02,Present,Partial
REC000902,EMP022,Employee 022,Team C,Application Processing,2026-07-23,General,166,107,59,3,3,95,99,5.62,8.0,97.25,Present,Partial
REC000903,EMP023,Employee 023,Team C,Application Processing,2026-07-23,Night,152,98,54,2,1,95,96,5.99,8.0,98.15,Present,Partial
REC000904,EMP024,Employee 024,Team C,Application Processing,2026-07-23,Night,139,89,50,4,1,95,78,4.78,8.0,95.56,Present,Partial
REC000905,EMP025,Employee 025,Team C,Application Processing,2026-07-23,Afternoon,174,112,62,8,3,95,97,4.22,8.0,93.25,Present,Partial
REC000906,EMP026,Employee 026,Team C,Application Processing,2026-07-23,Afternoon,219,141,78,2,3,95,130,3.61,8.0,98.78,Present,Partial
REC000907,EMP027,Employee 027,Team C,Application Processing,2026-07-23,Afternoon,134,86,48,5,2,95,79,3.97,8.0,93.74,Present,Partial
REC000908,EMP028,Employee 028,Team C,Application Processing,2026-07-23,Morning,121,78,43,4,0,95,64,7.69,8.0,94.36,Present,Partial
REC000909,EMP029,Employee 029,Team C,Application Processing,2026-07-23,Morning,0,0,0,0,0,95,0,4.71,0.0,98.24,Absent,Pending
REC000910,EMP030,Employee 030,Team C,Application Processing,2026-07-23,General,3,4,0,0,0,95,3,5.88,0.0,94.78,Leave,Completed
REC000911,EMP031,Employee 031,Team D,Quality Review,2026-07-23,General,115,81,34,5,2,95,74,4.82,8.0,93.8,Present,Partial
REC000912,EMP032,Employee 032,Team D,Quality Review,2026-07-23,Afternoon,59,41,18,3,1,95,30,5.44,8.0,92.94,Present,Partial
REC000913,EMP033,Employee 033,Team D,Quality Review,2026-07-23,Morning,135,95,40,3,2,95,86,6.34,8.0,96.45,Present,Partial
REC000914,EMP034,Employee 034,Team D,Quality Review,2026-07-23,Night,92,64,28,8,2,95,55,5.84,8.0,87.48,Present,Partial
REC000915,EMP035,Employee 035,Team D,Quality Review,2026-07-23,Morning,99,70,29,5,0,95,67,3.29,8.0,93.11,Present,Partial
REC000916,EMP036,Employee 036,Team D,Quality Review,2026-07-23,Night,125,88,37,2,1,95,83,4.24,8.0,97.47,Present,Partial
REC000917,EMP037,Employee 037,Team D,Quality Review,2026-07-23,Afternoon,162,114,48,0,3,95,108,5.48,8.0,99.58,Present,Partial
REC000918,EMP038,Employee 038,Team D,Quality Review,2026-07-23,General,90,63,27,4,0,95,60,4.04,8.0,93.01,Present,Partial
REC000919,EMP039,Employee 039,Team D,Quality Review,2026-07-23,Morning,117,82,35,3,1,95,78,6.67,8.0,96.18,Present,Partial
REC000920,EMP040,Employee 040,Team D,Quality Review,2026-07-23,Night,75,55,20,3,0,95,49,5.15,8.0,94.98,Present,Partial
REC000921,EMP001,Employee 001,Team A,Document Verification,2026-07-24,General,122,97,25,5,1,95,93,5.09,8.0,94.94,Present,Partial
REC000922,EMP002,Employee 002,Team A,Document Verification,2026-07-24,General,109,87,22,6,0,95,84,3.89,8.0,93.07,Present,Partial
REC000923,EMP003,Employee 003,Team A,Document Verification,2026-07-24,General,115,91,24,3,1,95,87,6.5,8.0,97.03,Present,Partial
REC000924,EMP004,Employee 004,Team A,Document Verification,2026-07-24,Night,93,74,19,3,0,95,66,4.63,8.0,95.86,Present,Partial
REC000925,EMP005,Employee 005,Team A,Document Verification,2026-07-24,Night,123,98,25,2,1,95,93,4.95,8.0,98.38,Present,Partial
REC000926,EMP006,Employee 006,Team A,Document Verification,2026-07-24,Afternoon,120,95,25,5,1,95,88,6.02,8.0,94.42,Present,Partial
REC000927,EMP007,Employee 007,Team A,Document Verification,2026-07-24,General,70,55,15,5,0,95,44,5.62,8.0,91.17,Present,Partial
REC000928,EMP008,Employee 008,Team A,Document Verification,2026-07-24,General,97,77,20,3,1,95,74,4.29,8.0,96.27,Present,Partial
REC000929,EMP009,Employee 009,Team A,Document Verification,2026-07-24,General,57,46,11,2,1,95,35,5.24,8.0,94.99,Present,Partial
REC000930,EMP010,Employee 010,Team A,Document Verification,2026-07-24,General,145,119,26,1,3,95,118,5.61,8.0,98.99,Present,Partial
REC000931,EMP011,Employee 011,Team B,Data Entry,2026-07-24,General,106,69,37,2,2,95,64,4.89,8.0,96.68,Present,Partial
REC000932,EMP012,Employee 012,Team B,Data Entry,2026-07-24,Afternoon,165,107,58,1,1,95,100,6.16,8.0,98.71,Present,Partial
REC000933,EMP013,Employee 013,Team B,Data Entry,2026-07-24,Night,92,59,33,4,1,95,55,3.96,8.0,93.39,Present,Partial
REC000934,EMP014,Employee 014,Team B,Data Entry,2026-07-24,Morning,154,100,54,6,3,95,93,5.03,8.0,94.4,Present,Partial
REC000935,EMP015,Employee 015,Team B,Data Entry,2026-07-24,Night,85,55,30,5,1,95,43,6.52,8.0,90.23,Present,Partial
REC000936,EMP016,Employee 016,Team B,Data Entry,2026-07-24,Night,139,90,49,0,2,95,87,4.99,8.0,99.59,Present,Partial
REC000937,EMP017,Employee 017,Team B,Data Entry,2026-07-24,Afternoon,149,97,52,12,5,95,87,4.43,8.0,87.39,Present,Partial
REC000938,EMP018,Employee 018,Team B,Data Entry,2026-07-24,Morning,0,0,0,0,0,95,0,4.82,0.0,93.5,Leave,Pending
REC000939,EMP019,Employee 019,Team B,Data Entry,2026-07-24,Night,139,90,49,2,1,95,89,3.21,8.0,98.19,Present,Partial
REC000940,EMP020,Employee 020,Team B,Data Entry,2026-07-24,Afternoon,122,81,41,7,1,95,65,4.33,8.0,91.4,Present,Partial
REC000941,EMP021,Employee 021,Team C,Application Processing,2026-07-24,Afternoon,160,130,30,3,1,95,118,6.52,8.0,97.32,Present,Partial
REC000942,EMP022,Employee 022,Team C,Application Processing,2026-07-24,General,125,101,24,4,3,95,91,6.43,8.0,95.7,Present,Partial
REC000943,EMP023,Employee 023,Team C,Application Processing,2026-07-24,Night,121,98,23,1,2,95,94,5.02,8.0,98.64,Present,Partial
REC000944,EMP024,Employee 024,Team C,Application Processing,2026-07-24,Night,89,72,17,2,1,95,69,4.47,8.0,96.82,Present,Partial
REC000945,EMP025,Employee 025,Team C,Application Processing,2026-07-24,Afternoon,128,104,24,7,3,95,88,6.87,8.0,93.71,Present,Partial
REC000946,EMP026,Employee 026,Team C,Application Processing,2026-07-24,Afternoon,170,137,33,1,1,95,128,6.08,8.0,99.34,Present,Partial
REC000947,EMP027,Employee 027,Team C,Application Processing,2026-07-24,Afternoon,106,86,20,4,2,95,74,4.76,8.0,95.4,Present,Partial
REC000948,EMP028,Employee 028,Team C,Application Processing,2026-07-24,Morning,87,70,17,4,2,95,59,5.33,8.0,93.83,Present,Partial
REC000949,EMP029,Employee 029,Team C,Application Processing,2026-07-24,Morning,165,134,31,0,5,95,133,5.81,7.5,99.95,Late,Partial
REC000950,EMP030,Employee 030,Team C,Application Processing,2026-07-24,General,94,78,16,5,1,95,62,6.56,8.0,93.72,Present,Partial
REC000951,EMP031,Employee 031,Team D,Quality Review,2026-07-24,General,81,86,0,3,2,95,82,5.61,8.0,96.21,Present,Completed
REC000952,EMP032,Employee 032,Team D,Quality Review,2026-07-24,Afternoon,43,45,0,4,1,95,38,5.05,8.0,90.44,Present,Completed
REC000953,EMP033,Employee 033,Team D,Quality Review,2026-07-24,Morning,67,71,0,3,0,95,64,5.86,8.0,96.35,Present,Completed
REC000954,EMP034,Employee 034,Team D,Quality Review,2026-07-24,Night,85,90,0,9,3,95,84,3.02,8.0,90.19,Present,Completed
REC000955,EMP035,Employee 035,Team D,Quality Review,2026-07-24,Morning,110,116,0,4,4,95,108,3.48,8.0,96.34,Present,Completed
REC000956,EMP036,Employee 036,Team D,Quality Review,2026-07-24,Night,63,67,0,4,2,95,60,5.43,8.0,94.6,Present,Completed
REC000957,EMP037,Employee 037,Team D,Quality Review,2026-07-24,Afternoon,129,136,0,2,2,95,128,5.35,8.0,98.21,Present,Completed
REC000958,EMP038,Employee 038,Team D,Quality Review,2026-07-24,General,103,109,0,7,2,95,101,3.75,8.0,93.49,Present,Completed
REC000959,EMP039,Employee 039,Team D,Quality Review,2026-07-24,Morning,82,87,0,6,1,95,84,6.13,7.5,93.28,Late,Completed
REC000960,EMP040,Employee 040,Team D,Quality Review,2026-07-24,Night,55,57,0,3,0,95,52,4.58,7.5,94.45,Late,Completed
REC000961,EMP001,Employee 001,Team A,Document Verification,2026-07-25,General,83,81,2,2,2,95,72,5.78,8.0,97.28,Present,Partial
REC000962,EMP002,Employee 002,Team A,Document Verification,2026-07-25,General,68,67,1,3,1,95,61,4.19,8.0,95.6,Present,Partial
REC000963,EMP003,Employee 003,Team A,Document Verification,2026-07-25,General,95,92,3,5,1,95,83,4.0,8.0,94.32,Present,Partial
REC000964,EMP004,Employee 004,Team A,Document Verification,2026-07-25,Night,85,83,2,3,2,95,76,6.11,8.0,96.42,Present,Partial
REC000965,EMP005,Employee 005,Team A,Document Verification,2026-07-25,Night,100,97,3,0,2,95,95,3.57,8.0,99.52,Present,Partial
REC000966,EMP006,Employee 006,Team A,Document Verification,2026-07-25,Afternoon,95,93,2,6,1,95,85,3.73,8.0,93.12,Present,Partial
REC000967,EMP007,Employee 007,Team A,Document Verification,2026-07-25,General,67,66,1,5,1,95,57,6.88,8.0,92.13,Present,Partial
REC000968,EMP008,Employee 008,Team A,Document Verification,2026-07-25,General,74,72,2,5,2,95,65,5.5,8.0,93.09,Present,Partial
REC000969,EMP009,Employee 009,Team A,Document Verification,2026-07-25,General,65,63,2,7,1,95,52,6.35,8.0,89.05,Present,Partial
REC000970,EMP010,Employee 010,Team A,Document Verification,2026-07-25,General,107,106,1,2,2,95,101,2.98,8.0,98.49,Present,Partial
REC000971,EMP011,Employee 011,Team B,Data Entry,2026-07-25,General,82,80,2,5,2,95,75,4.8,8.0,93.18,Present,Partial
REC000972,EMP012,Employee 012,Team B,Data Entry,2026-07-25,Afternoon,143,140,3,1,5,95,132,5.78,8.0,99.26,Present,Partial
REC000973,EMP013,Employee 013,Team B,Data Entry,2026-07-25,Night,69,68,1,2,1,95,65,4.83,8.0,97.17,Present,Partial
REC000974,EMP014,Employee 014,Team B,Data Entry,2026-07-25,Morning,89,88,1,3,2,95,78,4.16,8.0,96.38,Present,Partial
REC000975,EMP015,Employee 015,Team B,Data Entry,2026-07-25,Night,45,44,1,2,1,95,35,8.33,8.0,94.89,Present,Partial
REC000976,EMP016,Employee 016,Team B,Data Entry,2026-07-25,Night,123,121,2,1,1,95,120,4.68,8.0,98.83,Present,Partial
REC000977,EMP017,Employee 017,Team B,Data Entry,2026-07-25,Afternoon,102,100,2,9,5,95,87,5.33,8.0,90.67,Present,Partial
REC000978,EMP018,Employee 018,Team B,Data Entry,2026-07-25,Morning,77,76,1,3,2,95,67,5.18,8.0,96.49,Present,Partial
REC000979,EMP019,Employee 019,Team B,Data Entry,2026-07-25,Night,134,131,3,4,1,95,124,5.67,8.0,97.02,Present,Partial
REC000980,EMP020,Employee 020,Team B,Data Entry,2026-07-25,Afternoon,46,44,2,3,0,95,37,8.22,8.0,93.02,Present,Partial
REC000981,EMP021,Employee 021,Team C,Application Processing,2026-07-25,Afternoon,118,115,3,2,3,95,110,5.42,8.0,98.65,Present,Partial
REC000982,EMP022,Employee 022,Team C,Application Processing,2026-07-25,General,70,68,2,1,2,95,64,5.89,8.0,97.8,Present,Partial
REC000983,EMP023,Employee 023,Team C,Application Processing,2026-07-25,Night,107,104,3,2,3,95,101,3.74,8.0,97.82,Present,Partial
REC000984,EMP024,Employee 024,Team C,Application Processing,2026-07-25,Night,93,91,2,3,1,95,83,4.97,8.0,97.18,Present,Partial
REC000985,EMP025,Employee 025,Team C,Application Processing,2026-07-25,Afternoon,101,98,3,7,1,95,89,4.17,8.0,93.18,Present,Partial
REC000986,EMP026,Employee 026,Team C,Application Processing,2026-07-25,Afternoon,123,119,4,0,3,95,110,6.46,8.0,99.62,Present,Partial
REC000987,EMP027,Employee 027,Team C,Application Processing,2026-07-25,Afternoon,88,86,2,5,3,95,78,5.29,8.0,94.19,Present,Partial
REC000988,EMP028,Employee 028,Team C,Application Processing,2026-07-25,Morning,71,69,2,6,2,95,57,5.2,8.0,91.5,Present,Partial
REC000989,EMP029,Employee 029,Team C,Application Processing,2026-07-25,Morning,100,97,3,1,1,95,94,6.07,8.0,98.63,Present,Partial
REC000990,EMP030,Employee 030,Team C,Application Processing,2026-07-25,General,66,65,1,5,1,95,51,5.41,7.5,92.42,Late,Partial
REC000991,EMP031,Employee 031,Team D,Quality Review,2026-07-25,General,82,98,0,2,3,95,93,4.5,8.0,97.99,Present,Completed
REC000992,EMP032,Employee 032,Team D,Quality Review,2026-07-25,Afternoon,64,77,0,8,2,95,59,6.96,8.0,89.62,Present,Completed
REC000993,EMP033,Employee 033,Team D,Quality Review,2026-07-25,Morning,82,98,0,2,3,95,93,6.09,8.0,97.57,Present,Completed
REC000994,EMP034,Employee 034,Team D,Quality Review,2026-07-25,Night,60,72,0,6,3,95,67,4.89,8.0,90.99,Present,Completed
REC000995,EMP035,Employee 035,Team D,Quality Review,2026-07-25,Morning,80,96,0,7,2,95,84,6.71,8.0,93.2,Present,Completed
REC000996,EMP036,Employee 036,Team D,Quality Review,2026-07-25,Night,77,93,0,2,1,95,87,3.37,8.0,97.81,Present,Completed
REC000997,EMP037,Employee 037,Team D,Quality Review,2026-07-25,Afternoon,98,118,0,1,2,95,112,3.22,8.0,99.19,Present,Completed
REC000998,EMP038,Employee 038,Team D,Quality Review,2026-07-25,General,61,74,0,5,2,95,65,5.11,8.0,93.56,Present,Completed
REC000999,EMP039,Employee 039,Team D,Quality Review,2026-07-25,Morning,78,94,0,2,3,95,90,6.69,8.0,97.43,Present,Completed
REC001000,EMP040,Employee 040,Team D,Quality Review,2026-07-25,Night,37,42,0,5,0,95,35,8.05,7.5,88.73,Late,Completed
REC001001,EMP001,Employee 001,Team A,Document Verification,2026-07-26,General,59,73,0,2,2,95,66,6.06,8.0,96.63,Present,Completed
REC001002,EMP002,Employee 002,Team A,Document Verification,2026-07-26,General,75,94,0,6,1,95,90,6.95,8.0,93.87,Present,Completed
REC001003,EMP003,Employee 003,Team A,Document Verification,2026-07-26,General,69,86,0,4,3,95,79,4.17,8.0,95.56,Present,Completed
REC001004,EMP004,Employee 004,Team A,Document Verification,2026-07-26,Night,72,90,0,5,3,95,80,5.32,8.0,94.33,Present,Completed
REC001005,EMP005,Employee 005,Team A,Document Verification,2026-07-26,Night,94,118,0,2,3,95,115,3.82,8.0,98.67,Present,Completed
REC001006,EMP006,Employee 006,Team A,Document Verification,2026-07-26,Afternoon,58,72,0,3,2,95,64,3.57,8.0,96.1,Present,Completed
REC001007,EMP007,Employee 007,Team A,Document Verification,2026-07-26,General,54,68,0,4,1,95,52,6.19,8.0,94.18,Present,Completed
REC001008,EMP008,Employee 008,Team A,Document Verification,2026-07-26,General,83,104,0,3,1,95,98,3.4,8.0,97.49,Present,Completed
REC001009,EMP009,Employee 009,Team A,Document Verification,2026-07-26,General,58,73,0,9,1,95,63,7.02,8.0,88.23,Present,Completed
REC001010,EMP010,Employee 010,Team A,Document Verification,2026-07-26,General,94,116,0,3,2,95,110,3.04,8.0,97.02,Present,Completed
REC001011,EMP011,Employee 011,Team B,Data Entry,2026-07-26,General,91,92,0,4,1,95,86,3.53,8.0,95.9,Present,Completed
REC001012,EMP012,Employee 012,Team B,Data Entry,2026-07-26,Afternoon,102,103,0,1,4,95,96,2.98,8.0,99.42,Present,Completed
REC001013,EMP013,Employee 013,Team B,Data Entry,2026-07-26,Night,66,67,0,2,0,95,61,6.26,8.0,97.61,Present,Completed
REC001014,EMP014,Employee 014,Team B,Data Entry,2026-07-26,Morning,83,84,0,2,2,95,78,5.68,8.0,97.45,Present,Completed
REC001015,EMP015,Employee 015,Team B,Data Entry,2026-07-26,Night,60,61,0,3,1,95,51,3.64,8.0,94.73,Present,Completed
REC001016,EMP016,Employee 016,Team B,Data Entry,2026-07-26,Night,110,111,0,1,4,95,110,6.52,8.0,98.73,Present,Completed
REC001017,EMP017,Employee 017,Team B,Data Entry,2026-07-26,Afternoon,101,102,0,10,5,95,87,6.69,8.0,90.42,Present,Completed
REC001018,EMP018,Employee 018,Team B,Data Entry,2026-07-26,Morning,111,112,0,7,3,95,104,6.0,8.0,94.15,Present,Completed
REC001019,EMP019,Employee 019,Team B,Data Entry,2026-07-26,Night,129,130,0,2,4,95,127,3.7,8.0,98.31,Present,Completed
REC001020,EMP020,Employee 020,Team B,Data Entry,2026-07-26,Afternoon,72,72,0,7,1,95,55,6.18,8.0,90.01,Present,Completed
REC001021,EMP021,Employee 021,Team C,Application Processing,2026-07-26,Afternoon,123,149,0,2,4,95,136,6.4,8.0,98.87,Present,Completed
REC001022,EMP022,Employee 022,Team C,Application Processing,2026-07-26,General,94,114,0,4,3,95,109,6.72,8.0,96.58,Present,Completed
REC001023,EMP023,Employee 023,Team C,Application Processing,2026-07-26,Night,87,105,0,3,2,95,101,4.37,8.0,97.55,Present,Completed
REC001024,EMP024,Employee 024,Team C,Application Processing,2026-07-26,Night,58,70,0,2,0,95,64,5.65,8.0,97.07,Present,Completed
REC001025,EMP025,Employee 025,Team C,Application Processing,2026-07-26,Afternoon,74,90,0,5,3,95,82,4.64,8.0,94.04,Present,Completed
REC001026,EMP026,Employee 026,Team C,Application Processing,2026-07-26,Afternoon,97,117,0,3,3,95,107,6.08,8.0,97.71,Present,Completed
REC001027,EMP027,Employee 027,Team C,Application Processing,2026-07-26,Afternoon,97,117,0,3,1,95,109,5.58,8.0,97.33,Present,Completed
REC001028,EMP028,Employee 028,Team C,Application Processing,2026-07-26,Morning,54,66,0,7,2,95,55,4.61,8.0,89.75,Present,Completed
REC001029,EMP029,Employee 029,Team C,Application Processing,2026-07-26,Morning,104,126,0,2,3,95,125,4.32,8.0,98.22,Present,Completed
REC001030,EMP030,Employee 030,Team C,Application Processing,2026-07-26,General,55,67,0,8,1,95,54,5.18,8.0,88.1,Present,Completed
REC001031,EMP031,Employee 031,Team D,Quality Review,2026-07-26,General,35,35,0,1,0,95,33,6.93,4.0,96.54,Half Day,Completed
REC001032,EMP032,Employee 032,Team D,Quality Review,2026-07-26,Afternoon,64,64,0,6,1,95,50,7.39,8.0,90.79,Present,Completed
REC001033,EMP033,Employee 033,Team D,Quality Review,2026-07-26,Morning,74,74,0,3,0,95,67,4.17,8.0,95.39,Present,Completed
REC001034,EMP034,Employee 034,Team D,Quality Review,2026-07-26,Night,54,55,0,4,3,95,51,5.72,8.0,92.79,Present,Completed
REC001035,EMP035,Employee 035,Team D,Quality Review,2026-07-26,Morning,76,76,0,3,2,95,69,4.89,8.0,96.05,Present,Completed
REC001036,EMP036,Employee 036,Team D,Quality Review,2026-07-26,Night,58,58,0,2,0,95,53,6.89,8.0,96.22,Present,Completed
REC001037,EMP037,Employee 037,Team D,Quality Review,2026-07-26,Afternoon,108,108,0,3,2,95,100,2.97,8.0,97.11,Present,Completed
REC001038,EMP038,Employee 038,Team D,Quality Review,2026-07-26,General,74,74,0,5,0,95,69,4.3,8.0,93.48,Present,Completed
REC001039,EMP039,Employee 039,Team D,Quality Review,2026-07-26,Morning,76,76,0,2,0,95,69,3.45,7.5,97.89,Late,Completed
REC001040,EMP040,Employee 040,Team D,Quality Review,2026-07-26,Night,46,48,0,5,1,95,43,4.26,8.0,90.46,Present,Completed
REC001041,EMP001,Employee 001,Team A,Document Verification,2026-07-27,General,121,74,47,2,1,95,65,4.04,8.0,97.68,Present,Partial
REC001042,EMP002,Employee 002,Team A,Document Verification,2026-07-27,General,0,0,0,0,0,95,0,4.41,0.0,93.09,Absent,Pending
REC001043,EMP003,Employee 003,Team A,Document Verification,2026-07-27,General,86,53,33,3,0,95,47,6.22,4.0,95.05,Half Day,Partial
